code_x,country,countryEn,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn
clint_capela,瑞士,Switzerland,Switzerland,克林特 卡佩拉,Clint Capela,769233600000,2014,4,克林特,克林特,Clint,2.08,15,卡佩拉,Capela,00,203991,中锋,None,108.9 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
demarre_carroll,美国,United States,Missouri/United States,德玛雷 卡罗尔,DeMarre Carroll,522820800000,2009,9,德玛雷,德玛雷,DeMarre,2.03,9,卡罗尔,Carroll,00,201960,前锋,College,97.5 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
jevon_carter,美国,United States,West Virginia/United States,杰文 卡特,Jevon Carter,811051200000,2018,0,杰文,杰文,Jevon,1.88,3,卡特,Carter,00,1628975,后卫,College,88.9 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
vince_carter,美国,United States,North Carolina/United States,文斯 卡特,Vince Carter,223102800000,1998,20,文斯,文斯,Vince,1.98,15,卡特,Carter,00,1713,前锋-后卫,College,99.8 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
wendell_carter_jr,美国,United States,Duke/United States,温德尔 卡特二世,Wendell Carter Jr.,924235200000,2018,0,温德尔,温德尔,Wendell,2.08,34,卡特二世,Carter Jr.,00,1628976,前锋,College,115.7 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
michael_carter-williams,美国,United States,Syracuse/United States,迈克尔 卡特-威廉姆斯,Michael Carter-Williams,687067200000,2013,5,迈克尔,迈克尔,Michael,1.98,1,卡特-威廉姆斯,Carter-Williams,00,203487,后卫,College,86.2 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
alex_caruso,美国,United States,Texas A&M/United States,亚历克斯 卡鲁索,Alex Caruso,762411600000,2016,1,亚历克斯,亚历克斯,Alex,1.96,4,卡鲁索,Caruso,00,1627936,后卫,College,84.4 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
omri_casspi,以色列,Israel,"Yavne, Israel/Israel",欧米 卡斯比,Omri Casspi,582955200000,2009,9,欧米,欧米,Omri,2.06,18,卡斯比,Casspi,00,201956,前锋,Country,102.1 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
willie_cauley-stein,美国,United States,Kentucky/United States,威利 考利-斯坦,Willie Cauley Stein,745646400000,2015,3,威利,威利,Willie,2.13,00,考利-斯坦,Cauley Stein,00,1626161,中锋,College,108.9 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
troy_caupain,美国,United States,Cincinnati/United States,特洛伊 科佩恩,Troy Caupain,817621200000,2017,0,特洛伊,特洛伊,Troy,1.93,3,科佩恩,Caupain,00,1628505,后卫,College,95.3 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
tyler_cavanaugh,美国,United States,George Washington/United States,泰勒 卡瓦诺,Tyler Cavanaugh,760770000000,2017,1,泰勒,泰勒,Tyler,2.06,34,卡瓦诺,Cavanaugh,00,1628463,前锋,College,108.0 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
tyson_chandler,美国,United States,Dominquez H.S/United States,泰森 钱德勒,Tyson Chandler,402379200000,2001,17,泰森,泰森,Tyson,2.16,5,钱德勒,Chandler,00,2199,中锋,High School,108.9 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
wilson_chandler,美国,United States,DePaul/United States,威尔森 钱德勒,Wilson Chandler,547617600000,2007,10,威尔森,威尔森,Wilson,2.06,22,钱德勒,Chandler,00,201163,前锋,College,102.1 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
joe_chealey,美国,United States,Charleston (SC)/United States,乔 Chealey,Joe Chealey,815202000000,2018,0,乔,乔,Joe,1.90,31,Chealey,Chealey,00,1629147,后卫,College,86.2 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
marquese_chriss,美国,United States,Washington/United States,马奎斯 克里斯,Marquese Chriss,867816000000,2016,2,马奎斯,马奎斯,Marquese,2.08,0,克里斯,Chriss,00,1627737,前锋,College,108.9 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
gary_clark,美国,United States,United States,加里 克拉克,Gary Clark,784962000000,2018,0,加里,加里,Gary,2.03,6,克拉克,Clark,00,1629109,前锋,,102.1 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
ian_clark,美国,United States,Belmont/United States,伊安 克拉克,Ian Clark,668322000000,2013,5,伊安,伊安,Ian,1.90,2,克拉克,Clark,00,203546,后卫,College,79.4 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
jordan_clarkson,美国,United States,Missouri/United States,乔丹 克拉克森,Jordan Clarkson,707889600000,2014,4,乔丹,乔丹,Jordan,1.96,8,克拉克森,Clarkson,00,203903,后卫,College,88.0 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
john_collins,美国,United States,Wake Forest/United States,约翰 科林斯,John Collins,874987200000,2017,1,约翰,约翰,John,2.08,20,科林斯,Collins,00,1628381,前锋-中锋,College,106.6 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
zach_collins,美国,United States,Gonzaga/United States,扎克 科林斯,Zach Collins,879915600000,2017,1,扎克,扎克,Zach,2.13,33,科林斯,Collins,00,1628380,前锋-中锋,College,106.6 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
darren_collison,美国,United States,UCLA/United States,达伦 科里森,Darren Collison,556689600000,2009,9,达伦,达伦,Darren,1.83,2,科里森,Collison,00,201954,后卫,College,79.4 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
mike_conley,美国,United States,Ohio State/United States,迈克 康利,Mike Conley,560923200000,2007,11,迈克,迈克,Mike,1.85,11,康利,Conley,00,201144,后卫,College,79.4 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
pat_connaughton,美国,United States,Notre Dame/United States,帕特 康诺顿,Pat Connaughton,726296400000,2015,3,帕特,帕特,Pat,1.93,24,康诺顿,Connaughton,00,1626192,后卫,College,94.8 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
quinn_cook,美国,United States,Duke/United States,奎因 库克,Quinn Cook,732862800000,2015,2,奎因,奎因,Quinn,1.88,4,库克,Cook,00,1626188,后卫,College,81.2 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
demarcus_cousins,美国,United States,Kentucky/United States,德玛库斯 考辛斯,DeMarcus Cousins,650520000000,2010,8,德玛库斯,德玛库斯,DeMarcus,2.11,0,考辛斯,Cousins,00,202326,中锋,College,122.5 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
robert_covington,美国,United States,Tennessee State/United States,罗伯特 考文顿,Robert Covington,661150800000,2013,5,罗伯特,罗伯特,Robert,2.06,33,考文顿,Covington,00,203496,前锋,College,102.1 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
allen_crabbe,美国,United States,California/United States,阿伦 克拉布,Allen Crabbe,702792000000,2013,5,阿伦,阿伦,Allen,1.98,33,克拉布,Crabbe,00,203459,后卫-前锋,College,96.2 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
torrey_craig,美国,United States,South Carolina Upstate/United States,托里 克雷格,Torrey Craig,661582800000,2014,1,托里,托里,Torrey,2.01,3,克雷格,Craig,00,1628470,前锋,College,97.5 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
jamal_crawford,美国,United States,Michigan/United States,贾马尔 克劳福德,Jamal Crawford,322376400000,2000,18,贾马尔,贾马尔,Jamal,1.96,11,克劳福德,Crawford,00,2037,后卫,College,83.9 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
jae_crowder,美国,United States,Marquette/United States,杰 克劳德,Jae Crowder,647236800000,2012,6,杰,杰,Jae,1.98,99,克劳德,Crowder,00,203109,前锋,College,106.6 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
dante_cunningham,美国,United States,Villanova/United States,丹特 康宁汉姆,Dante Cunningham,546062400000,2009,10,丹特,丹特,Dante,2.03,33,康宁汉姆,Cunningham,00,201967,前锋,College,104.3 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
seth_curry,美国,United States,Duke/United States,賽斯 库里,Seth Curry,651384000000,2013,4,賽斯,賽斯,Seth,1.88,31,库里,Curry,00,203552,后卫,College,83.9 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
stephen_curry,美国,United States,Davidson/United States,斯蒂芬 库里,Stephen Curry,574318800000,2009,9,斯蒂芬,斯蒂芬,Stephen,1.90,30,库里,Curry,00,201939,后卫,College,86.2 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
troy_daniels,美国,United States,Virginia Commonwealth/United States,特洛伊 丹尼尔斯,Troy Daniels,679550400000,2013,5,特洛伊,特洛伊,Troy,1.93,30,丹尼尔斯,Daniels,00,203584,后卫,College,93.0 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
anthony_davis,美国,United States,Kentucky/United States,安东尼 戴维斯,Anthony Davis,731826000000,2012,6,安东尼,安东尼,Anthony,2.08,23,戴维斯,Davis,00,203076,前锋-中锋,College,114.8 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
ed_davis,美国,United States,North Carolina/United States,艾德 戴维斯,Ed Davis,613022400000,2010,8,艾德,艾德,Ed,2.08,17,戴维斯,Davis,00,202334,中锋,College,102.1 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
tyler_davis,美国,United States,United States,泰勒 戴维斯,Tyler Davis,864273600000,2018,0,泰勒,泰勒,Tyler,2.08,34,戴维斯,Davis,00,1629093,中锋,,120.7 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
demar_derozan,美国,United States,Southern California/United States,德玛尔 德罗赞,DeMar DeRozan,618465600000,2009,9,德玛尔,德玛尔,DeMar,2.01,10,德罗赞,DeRozan,00,201942,后卫,College,99.8 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
dewayne_dedmon,美国,United States,Southern California/United States,德维恩 戴德蒙,Dewayne Dedmon,618897600000,2013,5,德维恩,德维恩,Dewayne,2.13,14,戴德蒙,Dedmon,00,203473,中锋,College,111.1 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
sam_dekker,美国,United States,Wisconsin/United States,萨姆 德克尔,Sam Dekker,768369600000,2015,3,萨姆,萨姆,Sam,2.06,15,德克尔,Dekker,00,1626155,前锋,College,104.3 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
angel_delgado,多明尼加共和国,Dominican Republic,Dominican Republic,Angel Delgado,Angel Delgado,785307600000,2018,0,Angel,Angel,Angel,2.08,31,Delgado,Delgado,00,1629116,中锋,,111.1 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
matthew_dellavedova,澳洲,Australia,Saint Mary's (CA)/Australia,马修 德拉维多瓦,Matthew Dellavedova,652766400000,2013,5,马修,马修,Matthew,1.93,8,德拉维多瓦,Dellavedova,00,203521,后卫,College,90.7 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
luol_deng,英国,United Kingdom,Duke/United Kingdom,罗尔 邓,Luol Deng,482475600000,2004,14,罗尔,罗尔,Luol,2.06,9,邓,Deng,00,2736,前锋,College,107.5 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
marcus_derrickson,美国,United States,United States,马库斯 Derrickson,Marcus Derrickson,823150800000,2018,0,马库斯,马库斯,Marcus,2.01,32,Derrickson,Derrickson,00,1629094,前锋,,112.9 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
donte_divincenzo,美国,United States,Villanova/United States,丹特 迪温琴佐,Donte DiVincenzo,854686800000,2018,0,丹特,丹特,Donte,1.93,9,迪温琴佐,DiVincenzo,00,1628978,后卫,College,92.1 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
cheick_diallo,马里,Mali,Kansas/Mali,谢赫 迪亚洛,Cheick Diallo,842587200000,2016,2,谢赫,谢赫,Cheick,2.06,13,迪亚洛,Diallo,00,1627767,前锋,College,99.8 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
hamidou_diallo,美国,United States,Kentucky/United States,哈米杜 迪亚洛,Hamidou Diallo,901857600000,2018,0,哈米杜,哈米杜,Hamidou,1.96,6,迪亚洛,Diallo,00,1628977,后卫,College,89.8 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
gorgui_dieng,塞内加尔,Senegal,Louisville/Senegal,戈尔吉 吉恩,Gorgui Dieng,632638800000,2013,5,戈尔吉,戈尔吉,Gorgui,2.11,5,吉恩,Dieng,00,203476,中锋,College,114.3 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
spencer_dinwiddie,美国,United States,Colorado/United States,斯宾塞 丁维迪,Spencer Dinwiddie,734068800000,2014,4,斯宾塞,斯宾塞,Spencer,1.98,8,丁维迪,Dinwiddie,00,203915,后卫,College,95.3 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
luka_don,斯洛文尼亚,Slovenia,Slovenia,卢卡 东契奇,Luka Doncic,920178000000,2018,0,卢卡,卢卡,Luka,2.01,77,东契奇,Doncic,00,1629029,前锋-后卫,,98.9 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
tyler_dorsey,美国,United States,Oregon/United States,泰勒 多西,Tyler Dorsey,824619600000,2017,1,泰勒,泰勒,Tyler,1.96,2,多西,Dorsey,00,1628416,后卫,College,83.0 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
damyean_dotson,美国,United States,Houston/United States,达米安 多特森,Damyean Dotson,768196800000,2017,1,达米安,达米安,Damyean,1.98,21,多特森,Dotson,00,1628422,后卫,College,95.3 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
pj_dozier,美国,United States,South Carolina/United States,PJ 多齐尔,PJ Dozier,846216000000,2017,1,PJ,PJ,PJ,1.98,50,多齐尔,Dozier,00,1628408,后卫-前锋,College,93.0 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
goran_dragic,斯洛文尼亚,Slovenia,"Ljubljana, Slovenia/Slovenia",戈兰 德拉季奇,Goran Dragic,515736000000,2008,10,戈兰,戈兰,Goran,1.90,7,德拉季奇,Dragic,00,201609,后卫,Country,86.2 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
andre_drummond,美国,United States,Connecticut/United States,安德烈 德拉蒙德,Andre Drummond,744955200000,2012,6,安德烈,安德烈,Andre,2.11,0,德拉蒙德,Drummond,00,203083,中锋,College,126.6 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
jared_dudley,美国,United States,Boston College/United States,贾里德 杜德利,Jared Dudley,489816000000,2007,11,贾里德,贾里德,Jared,2.01,6,杜德利,Dudley,00,201162,前锋,College,107.5 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
kris_dunn,美国,United States,Providence/United States,克里斯 邓恩,Kris Dunn,763966800000,2016,2,克里斯,克里斯,Kris,1.93,32,邓恩,Dunn,00,1627739,后卫,College,93.0 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
kevin_durant,美国,United States,Texas/United States,凯文 杜兰特,Kevin Durant,591508800000,2007,11,凯文,凯文,Kevin,2.06,35,杜兰特,Durant,00,201142,前锋,College,108.9 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
trevon_duval,美国,United States,United States,Trevon Duval,Trevon Duval,902116800000,2018,0,Trevon,Trevon,Trevon,1.88,0,Duval,Duval,00,1628979,后卫,,85.7 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
vincent_edwards,美国,United States,Purdue/United States,文森特 爱德华兹,Vincent Edwards,828680400000,2018,0,文森特,文森特,Vincent,2.03,12,爱德华兹,Edwards,00,1629053,前锋,College,102.1 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
henry_ellenson,美国,United States,Marquette/United States,亨利 埃伦森,Henry Ellenson,853131600000,2016,2,亨利,亨利,Henry,2.11,8,埃伦森,Ellenson,00,1627740,前锋,College,111.1 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
wayne_ellington,美国,United States,North Carolina/United States,维恩 艾灵顿,Wayne Ellington,565160400000,2009,9,维恩,维恩,Wayne,1.96,2,艾灵顿,Ellington,00,201961,后卫,College,90.7 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
joel_embiid,喀麦隆,Cameroon,Kansas/Cameroon,乔尔 恩比德,Joel Embiid,763794000000,2014,2,乔尔,乔尔,Joel,2.13,21,恩比德,Embiid,00,203954,前锋-中锋,College,113.4 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
james_ennis iii,美国,United States,Long Beach State/United States,詹姆斯 恩尼斯三世,James Ennis III,646804800000,2013,4,詹姆斯,詹姆斯,James,2.01,8,恩尼斯三世,Ennis III,00,203516,前锋,College,95.3 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
drew_eubanks,美国,United States,United States,德鲁 Eubanks,Drew Eubanks,854773200000,2018,0,德鲁,德鲁,Drew,2.08,14,Eubanks,Eubanks,00,1629234,前锋,,111.1 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
jacob_evans,美国,United States,Cincinnati/United States,雅各布 埃文斯,Jacob Evans,866606400000,2018,0,雅各布,雅各布,Jacob,1.98,10,埃文斯,Evans,00,1628980,后卫,College,95.3 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
keenan_evans,美国,United States,United States,Keenan 埃文斯,Keenan Evans,840772800000,2018,0,Keenan,Keenan,Keenan,1.90,12,埃文斯,Evans,00,1629037,后卫,,86.2 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
tyreke_evans,美国,United States,Memphis/United States,泰瑞克 埃文斯,Tyreke Evans,622180800000,2009,9,泰瑞克,泰瑞克,Tyreke,1.98,12,埃文斯,Evans,00,201936,后卫,College,99.8 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
dante_exum,澳洲,Australia,Australia,丹特 艾克萨姆,Dante Exum,805608000000,2014,3,丹特,丹特,Dante,1.98,11,艾克萨姆,Exum,00,203957,后卫,None,86.2 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
kenneth_faried,美国,United States,Morehead State/United States,肯尼斯 法里德,Kenneth Faried,627454800000,2011,7,肯尼斯,肯尼斯,Kenneth,2.03,35,法里德,Faried,00,202702,前锋-中锋,College,99.8 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
derrick_favors,美国,United States,Georgia Tech/United States,德里克 费沃斯,Derrick Favors,679550400000,2010,8,德里克,德里克,Derrick,2.08,15,费沃斯,Favors,00,202324,前锋-中锋,College,120.2 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
cristiano_felicio,巴西,Brazil,Brazil,克里斯蒂亚诺 费利西奥 ,Cristiano Felicio,710481600000,2014,3,克里斯蒂亚诺,克里斯蒂亚诺,Cristiano,2.08,6,费利西奥 ,Felicio,00,1626245,前锋-中锋,,120.2 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
raymond_felton,美国,United States,North Carolina/United States,雷蒙德 菲尔顿,Raymond Felton,457070400000,2005,13,雷蒙德,雷蒙德,Raymond,1.85,2,菲尔顿,Felton,00,101109,后卫,College,93.0 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
terrance_ferguson,美国,United States,United States,特伦斯 弗格森,Terrance Ferguson,895377600000,2017,1,特伦斯,特伦斯,Terrance,2.01,23,弗格森,Ferguson,00,1628390,后卫,,86.2 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
yogi_ferrell,美国,United States,Indiana/United States,尤吉 费雷尔,Yogi Ferrell,736920000000,2016,2,尤吉,尤吉,Yogi,1.83,3,费雷尔,Ferrell,00,1627812,后卫,College,81.6 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
dorian_finney-smith,美国,United States,Florida/United States,多里安 芬尼-史密斯,Dorian Finney-Smith,736488000000,2016,2,多里安,多里安,Dorian,2.03,10,芬尼-史密斯,Finney-Smith,00,1627827,前锋,College,99.8 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
bryn_forbes,美国,United States,Michigan State/United States,布林 福布斯,Bryn Forbes,743400000000,2016,2,布林,布林,Bryn,1.90,11,福布斯,Forbes,00,1627854,后卫,College,86.2 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
evan_fournier,法国,France,France/France,埃文 富尼耶,Evan Fournier,720334800000,2012,6,埃文,埃文,Evan,2.01,10,富尼耶,Fournier,00,203095,后卫-前锋,Country,93.0 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
de'aaron_fox,美国,United States,Kentucky/United States,达龙 福克斯,De'Aaron Fox,882594000000,2017,1,达龙,达龙,De'Aaron,1.90,5,福克斯,Fox,00,1628368,后卫,College,79.4 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
tim_frazier,美国,United States,United States,蒂姆 弗雷泽,Tim Frazier,657435600000,2014,4,蒂姆,蒂姆,Tim,1.85,10,弗雷泽,Frazier,00,204025,后卫,None,77.1 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
melvin_frazier_jr,美国,United States,Tulane/United States,梅尔文 小弗雷泽,Melvin Frazier Jr.,841377600000,2018,0,梅尔文,梅尔文,Melvin,1.98,35,小弗雷泽,Frazier Jr.,00,1628982,后卫-前锋,College,90.7 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
channing_frye,美国,United States,Arizona/United States,钱宁 弗莱,Channing Frye,421992000000,2005,12,钱宁,钱宁,Channing,2.13,9,弗莱,Frye,00,101112,前锋-中锋,College,115.7 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
markelle_fultz,美国,United States,Washington/United States,马克尔 富尔茨,Markelle Fultz,896414400000,2017,1,马克尔,马克尔,Markelle,1.93,20,富尔茨,Fultz,00,1628365,后卫,College,90.7 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
wenyen_gabriel,苏丹,Sudan,Sudan,Wenyen 加布里埃尔,Wenyen Gabriel,859352400000,2018,0,Wenyen,Wenyen,Wenyen,2.06,32,加布里埃尔,Gabriel,00,1629117,前锋,,93.0 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
danilo_gallinari,意大利,Italy,"Sant'Angelo Lodigiano, Italy/Italy",达尼罗 加里纳利,Danilo Gallinari,587016000000,2008,9,达尼罗,达尼罗,Danilo,2.08,8,加里纳利,Gallinari,00,201568,前锋,Country,102.1 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
